Unnamed: 0,year,ownershipd,perwt,age,sex,marstd,edattaind,occ
73531,2011,210,16.71,53,1,350,400,99
95921,2011,210,18.21,37,2,350,311,2
1168,2011,210,18.32,58,2,350,321,4
194794,2011,210,36.06,31,2,210,110,98
208701,2011,210,19.33,57,1,400,321,98
130668,2011,100,12.97,53,1,210,322,7
28054,2011,210,29.1,35,1,100,999,7
135629,2011,210,21.28,21,2,100,400,3
51196,2011,100,38.95,21,2,100,311,99
9443,2011,100,13.44,50,1,210,212,1
58429,2011,210,33.89,56,2,100,400,3
15225,2011,210,56.03,51,1,210,221,99
108439,2011,210,22.33,57,2,220,400,2
57569,2011,100,19.43,44,2,210,321,98
1419,2011,192,25.02,29,1,210,400,1
7850,2011,210,16.29,27,1,210,999,3
138689,2011,210,74.08,24,1,220,311,98
100306,2011,100,32.77,67,2,210,321,9
48968,2011,100,18.19,65,1,100,311,99
230917,2011,100,17.01,17,2,100,110,5
25804,2011,192,16.66,63,2,350,322,3
187020,2011,100,27.16,57,1,210,221,3
235950,2011,210,37.14,57,1,350,311,98
155176,2011,210,17.45,23,1,210,322,3
145987,2011,100,12.64,52,1,210,322,99
171800,2011,210,18.52,78,1,210,321,1
193089,2011,192,20.93,58,1,100,321,2
29042,2011,100,23.8,46,2,100,322,1
32113,2011,210,31.32,41,2,100,322,4
194714,2011,210,41.86,54,1,220,321,2
150259,2011,100,20.06,48,2,210,321,6
181290,2011,100,17.7,56,2,100,221,9
157056,2011,210,21.26,53,2,350,110,9
100246,2011,210,25.59,31,1,100,311,7
107257,2011,100,19.89,41,1,210,110,3
17179,2011,210,14.83,44,2,350,212,99
223106,2011,210,69.05,55,2,100,110,9
13666,2011,210,32.74,33,2,100,221,4
138955,2011,223,21.66,55,2,100,311,4
216802,2011,210,12.71,18,2,210,221,4
8375,2011,210,53.52,47,1,210,110,8
66178,2011,210,18.96,45,1,210,221,98
36770,2011,210,17.7,57,2,100,400,99
168630,2011,210,17.02,97,2,350,212,99
5155,2011,100,36.09,66,2,400,311,99
47591,2011,100,20.93,60,1,350,311,1
224342,2011,192,23.93,54,2,210,221,5
98509,2011,100,23.89,49,2,210,321,4
105737,2011,210,32.54,52,2,210,999,9
193695,2011,210,37.67,61,1,350,311,7
13086,2011,210,28.25,39,2,210,999,99
46611,2011,100,17.9,36,1,210,110,8
181981,2011,210,34.61,42,1,100,311,99
220611,2011,223,37.12,78,1,350,221,99
175054,2011,100,33.13,40,2,220,322,2
108089,2011,100,18.72,52,2,210,311,9
158792,2011,210,41.78,61,2,350,221,2
60943,2011,210,25.04,43,1,210,400,5
55544,2011,223,45.58,55,2,210,212,99
89782,2011,210,16.66,64,2,350,311,99
111708,2011,192,34.18,78,1,400,400,99
14184,2011,210,55.05,68,1,350,311,99
171645,2011,192,53.95,44,1,100,212,9
237155,2011,210,43.49,35,1,100,322,6
165753,2011,223,27.67,42,1,210,321,2
13784,2011,100,44.19,43,2,210,311,4
13723,2011,210,39.94,86,1,350,311,99
5382,2011,210,17.31,24,1,100,221,99
34864,2011,210,41.48,35,1,350,321,99
93259,2011,210,41.09,52,1,210,212,3
89365,2011,210,20.14,45,1,350,110,99
179134,2011,100,31.82,60,1,350,221,2
30154,2011,100,17.18,94,2,400,221,99
135486,2011,210,38.57,27,2,210,321,3
53335,2011,192,43.9,84,2,100,212,99
12138,2011,210,16.06,37,1,210,321,9
203743,2011,100,18.58,92,2,400,999,99
146900,2011,100,17.53,89,2,210,221,99
188955,2011,210,18.51,45,2,350,322,98
237122,2011,210,28.33,53,2,350,212,9
194458,2011,210,34.28,58,2,350,322,99
38802,2011,100,16.81,51,1,100,311,4
237305,2011,250,41.74,32,1,100,322,99
196772,2011,223,16.14,24,2,210,311,99
227533,2011,100,13.37,46,2,210,110,7
128147,2011,223,28.2,48,2,210,212,98
204890,2011,210,19.35,76,1,350,322,2
29115,2011,210,16.12,26,2,210,322,4
156010,2011,250,16.67,65,2,210,311,1
199386,2011,210,18.55,27,1,100,212,5
45463,2011,210,36.64,55,1,210,311,5
193311,2011,100,21.01,64,1,100,221,8
42879,2011,210,38.62,44,1,350,322,8
170456,2011,210,15.3,54,2,100,322,6
195129,2011,210,16.37,69,2,350,321,3
27992,2011,210,17.32,50,2,350,321,9
6994,2011,210,43.27,60,1,400,321,99
100208,2011,100,40.85,19,1,100,110,7
163730,2011,100,36.49,59,1,100,321,2
162062,2011,192,36.68,89,1,350,322,99
97792,2011,250,26.64,33,1,210,321,8
177931,2011,100,37.97,16,1,100,321,8
135923,2011,210,12.55,19,2,210,321,98
180405,2011,100,17.25,52,1,400,321,5
146040,2011,210,37.9,48,1,350,311,5
33495,2011,100,13.71,41,2,210,221,3
179623,2011,192,49.28,20,1,100,221,6
40346,2011,999,33.37,39,2,100,999,98
109944,2011,210,17.23,43,1,100,212,7
32708,2011,210,21.99,63,1,350,311,4
136192,2011,210,16.82,46,1,100,321,5
185926,2011,210,18.84,35,1,350,311,99
84233,2011,210,17.41,62,2,100,321,98
129529,2011,100,58.03,84,1,100,221,99
96056,2011,210,22.13,95,1,210,221,99
71239,2011,210,15.9,35,1,210,400,4
6834,2011,210,37.71,48,1,100,321,1
889,2011,250,21.41,34,2,350,321,5
234644,2011,192,46.25,47,2,210,311,6
45,2011,210,46.49,52,2,100,110,99
174498,2011,100,61.21,29,1,100,322,6
97772,2011,100,25.19,53,1,210,311,98
22732,2011,192,20.4,64,1,350,221,99
155894,2011,210,16.6,73,2,100,110,99
2929,2011,100,50.05,57,1,210,321,1
11713,2011,100,54.01,58,2,400,322,3
79522,2011,210,24.69,49,2,350,221,1
102545,2011,210,35.73,29,2,100,212,9
208924,2011,100,21.96,25,1,100,321,98
230437,2011,210,14.17,54,1,210,110,1
186540,2011,210,16.26,33,1,210,321,3
77840,2011,192,34.88,75,1,350,221,99
116242,2011,999,39.11,18,2,100,999,98
178641,2011,210,46.55,55,1,210,321,98
85550,2011,100,26.16,44,2,210,322,98
11098,2011,210,17.38,34,1,210,322,8
111503,2011,210,17.89,43,1,100,221,3
23712,2011,210,31.93,28,1,210,322,1
27679,2011,210,18.78,68,2,100,400,99
174356,2011,100,19.65,59,2,350,321,1
49177,2011,192,13.76,35,1,210,311,1
179385,2011,210,36.78,68,2,100,311,99
154437,2011,100,39.12,19,1,100,321,3
117299,2011,100,39.41,51,2,210,311,99
230243,2011,210,20.94,46,1,350,322,7
153042,2011,192,36.11,73,1,210,321,99
19454,2011,210,18.91,25,2,100,311,7
105993,2011,100,34.27,69,1,400,400,2
160167,2011,100,37.18,54,1,100,221,8
52588,2011,100,36.99,49,2,210,110,6
201492,2011,100,15.38,59,2,210,400,98
213284,2011,210,41.04,58,1,100,322,99
59044,2011,210,38.98,41,1,100,321,8
