ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
28724,16,0.133333,1,0,0,0,0,0.0,0.0,100.0,0.0,0.0
51059,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
33062,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
25374,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
23928,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
33334,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
48278,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
29699,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
15012,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
44081,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
11411,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
10294,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
15835,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
15620,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
28974,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
39140,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
56101,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
23534,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
45030,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
2585,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
1051,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
31960,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
56668,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
38681,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
47752,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
25003,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
43116,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
