Unnamed: 0,year,ownershipd,perwt,age,sex,marstd,edattaind,occ
86884,2011,210,29.1,40,1,220,322,1
92799,2011,210,19.9,39,2,210,221,9
83246,2011,210,17.89,40,1,100,221,2
41553,2011,100,38.99,53,1,100,322,5
117221,2011,210,21.08,92,1,100,221,99
237689,2011,210,19.6,64,2,100,322,99
235458,2011,210,34.76,62,2,350,321,4
133485,2011,192,32.43,56,2,350,321,1
124799,2011,210,21.69,49,2,210,311,5
145287,2011,210,36.59,37,1,350,221,9
192029,2011,210,17.24,72,1,350,321,99
224934,2011,100,37.97,19,1,100,311,7
96296,2011,100,31.22,61,2,210,221,99
46126,2011,100,33.19,37,1,210,221,6
205840,2011,210,21.75,35,1,210,110,3
122146,2011,210,20.79,39,1,100,221,7
220086,2011,210,20.56,36,2,100,400,3
170795,2011,210,15.56,52,2,100,322,1
197773,2011,210,15.84,46,2,100,221,1
159427,2011,100,19.67,48,2,210,212,4
47691,2011,210,65.94,42,1,350,311,4
215364,2011,100,32.12,74,1,210,322,8
140838,2011,210,32.02,22,2,210,321,99
76770,2011,192,15.3,61,2,210,400,1
144114,2011,210,19.02,35,2,350,110,7
113862,2011,100,16.19,66,1,210,322,6
216215,2011,210,16.71,38,1,210,311,1
204430,2011,210,36.68,36,1,210,212,2
137483,2011,210,38.45,42,2,350,321,2
83910,2011,210,40.77,50,1,100,221,99
195705,2011,210,20.41,32,1,100,321,3
207533,2011,100,43.69,56,2,210,311,4
121646,2011,210,24.02,59,1,100,212,4
128397,2011,192,59.34,40,1,100,311,98
217706,2011,100,37.76,61,1,100,311,99
88264,2011,210,44.84,30,1,350,321,8
216441,2011,210,36.82,89,2,100,221,99
126492,2011,210,33.89,55,2,100,400,3
132868,2011,210,17.77,62,2,100,221,98
101593,2011,210,17.55,53,1,350,311,4
235039,2011,100,39.84,30,2,220,321,2
77874,2011,210,32.74,32,2,100,322,5
208365,2011,210,18.02,44,2,100,311,4
102107,2011,100,16.34,66,1,210,321,5
151438,2011,210,43.38,61,2,210,221,6
204535,2011,210,34.67,60,2,100,110,9
216956,2011,100,19.65,62,1,210,311,6
137283,2011,210,37.31,28,1,100,321,3
37407,2011,210,34.4,51,1,100,322,3
159401,2011,100,40.43,53,2,100,212,5
122163,2011,210,15.39,60,1,210,221,8
161859,2011,100,15.74,72,2,210,321,99
233919,2011,100,39.42,65,2,210,110,99
157711,2011,210,22.28,50,1,350,212,7
157379,2011,210,44.53,39,2,100,400,1
127656,2011,100,14.71,56,2,210,322,3
186968,2011,210,18.44,70,1,350,322,99
123909,2011,210,19.66,63,1,210,999,5
184876,2011,210,26.58,52,2,350,322,1
216310,2011,210,38.46,82,1,350,311,99
200001,2011,210,17.68,29,1,210,400,8
138470,2011,210,48.25,55,1,210,400,9
227656,2011,210,37.32,30,2,350,322,2
161245,2011,100,18.29,58,1,100,321,2
81985,2011,100,39.79,46,2,210,400,9
135613,2011,100,15.47,43,1,210,321,2
68870,2011,210,45.66,50,2,210,311,9
43283,2011,192,43.13,48,2,400,212,7
190942,2011,210,58.43,38,1,350,321,3
177182,2011,210,18.34,39,1,100,322,9
70279,2011,210,14.04,35,1,210,110,4
151268,2011,100,43.45,44,1,210,321,4
95529,2011,100,27.6,40,2,210,322,4
121906,2011,100,20.24,56,1,210,221,5
234849,2011,210,18.34,39,2,400,400,3
126287,2011,223,32.47,67,2,400,311,98
111372,2011,210,19.23,27,1,100,400,1
102969,2011,210,22.16,33,1,210,212,3
53736,2011,210,20.49,30,2,350,400,5
142937,2011,210,28.51,24,2,100,321,3
235147,2011,100,19.17,61,2,400,221,5
40970,2011,100,23.96,65,1,350,322,3
216182,2011,100,44.31,38,2,210,221,99
81513,2011,210,28.82,44,2,100,321,3
144263,2011,223,16.58,74,2,350,221,99
70174,2011,210,14.79,39,2,210,400,3
200667,2011,210,55.47,36,1,210,221,8
181020,2011,210,34.51,74,1,400,321,99
199441,2011,210,49.88,40,1,100,400,5
212972,2011,210,33.58,48,1,350,999,2
200352,2011,100,36.51,91,1,400,322,99
102236,2011,210,14.68,38,2,210,212,99
27053,2011,100,35.89,15,1,100,110,99
201601,2011,210,34.35,48,1,210,212,7
203256,2011,210,22.09,45,2,210,999,5
83916,2011,210,19.49,38,1,210,999,8
181354,2011,999,16.86,60,2,350,322,9
103291,2011,210,45.74,31,1,350,321,4
23766,2011,100,53.55,52,1,400,400,5
211821,2011,192,22.16,39,1,220,321,99
200970,2011,210,26.9,31,2,350,212,99
112418,2011,210,15.2,21,1,210,321,98
101330,2011,210,19.31,63,1,100,212,99
150999,2011,192,75.53,32,1,350,221,99
70958,2011,223,28.15,39,2,350,311,3
118306,2011,223,19.19,85,2,350,212,99
156047,2011,210,16.69,34,2,100,322,98
87222,2011,210,24.4,54,2,350,322,99
54933,2011,192,14.27,50,1,210,322,1
121066,2011,210,26.61,57,2,350,322,4
28137,2011,100,55.4,61,2,400,311,9
205728,2011,210,34.25,72,2,350,999,99
68537,2011,210,33.83,38,1,210,999,98
167804,2011,210,23.3,30,2,100,311,9
210986,2011,210,20.07,26,1,210,221,1
139526,2011,210,23.29,53,2,210,311,9
199166,2011,210,17.95,49,1,350,999,98
66048,2011,210,16.66,60,2,350,221,9
145903,2011,192,25.9,47,2,210,322,98
128172,2011,100,15.85,33,1,210,400,8
50435,2011,192,41.51,21,2,100,311,6
176863,2011,192,20.39,88,2,400,400,99
104680,2011,210,15.3,53,2,100,321,99
68952,2011,210,41.21,50,2,210,212,4
121215,2011,210,14.18,46,1,210,321,6
60376,2011,210,42.23,34,1,100,322,2
223210,2011,210,23.42,52,1,210,321,98
123217,2011,100,19.49,43,2,350,321,98
97210,2011,210,19.57,58,2,100,221,4
42559,2011,100,17.94,66,1,400,322,9
220010,2011,100,16.76,70,1,400,321,3
123441,2011,192,14.05,47,2,400,400,3
118521,2011,223,34.8,61,2,100,322,5
115074,2011,100,14.71,57,2,210,321,9
1402,2011,210,21.41,30,2,350,321,9
176356,2011,100,27.35,15,1,100,221,99
178131,2011,100,18.32,57,2,400,321,2
56762,2011,210,17.26,43,1,100,321,99
224022,2011,210,64.62,39,1,100,311,9
186256,2011,100,42.02,50,1,210,322,98
58678,2011,210,18.85,41,1,100,400,1
74875,2011,210,18.96,31,1,210,321,98
204938,2011,100,21.73,56,1,210,322,9
142383,2011,210,27.39,22,1,100,322,5
207600,2011,192,69.78,46,1,210,400,3
145097,2011,210,51.99,32,1,100,999,8
50373,2011,100,54.35,59,1,400,321,7
102864,2011,192,38.56,41,2,400,321,99
176985,2011,223,15.3,62,1,210,322,6
174005,2011,100,18.25,32,1,210,212,8
194833,2011,210,17.47,68,1,350,110,99
16366,2011,210,35.86,21,2,210,999,99
121142,2011,210,18.32,88,2,400,221,99
212577,2011,210,19.22,49,1,100,400,99
58568,2011,192,20.55,63,1,350,400,98
149289,2011,210,20.87,63,1,350,221,4
57254,2011,100,15.19,68,2,350,311,99
129141,2011,210,56.81,36,1,350,322,1
75974,2011,192,36.26,38,1,100,400,1
159303,2011,100,21.99,61,1,220,321,4
61563,2011,210,21.63,60,1,350,311,8
221848,2011,192,23.34,21,1,100,400,99
16341,2011,210,31.46,65,2,350,212,9
227790,2011,210,22.75,38,1,210,212,3
182352,2011,210,23.55,58,2,400,321,99
160130,2011,999,16.19,51,1,100,321,6
126262,2011,100,24.77,45,2,100,400,2
137445,2011,210,44.53,32,2,100,400,99
67889,2011,192,32.64,60,2,350,311,5
108241,2011,210,58.19,31,1,350,400,98
197488,2011,100,42.89,55,2,400,321,99
112984,2011,210,63.65,48,1,350,221,98
160949,2011,210,19.33,57,2,100,400,2
183828,2011,210,41.95,43,2,210,400,99
207126,2011,210,32.37,73,2,350,221,9
109444,2011,210,28.1,66,2,210,999,99
193945,2011,210,34.88,35,1,100,321,99
151961,2011,192,35.48,84,2,400,321,99
94066,2011,250,22.01,29,2,350,322,1
183363,2011,210,33.34,38,2,210,221,8
111515,2011,210,20.6,57,1,210,322,5
105224,2011,250,26.32,27,2,100,400,98
226386,2011,210,49.7,38,1,100,321,1
13976,2011,210,39.06,47,2,210,400,2
184586,2011,999,19.1,54,1,350,321,9
165044,2011,250,17.75,83,2,400,321,99
21914,2011,250,28.92,30,2,100,221,7
219380,2011,250,24.82,48,1,350,321,99
164704,2011,100,24.7,54,2,210,221,7
231715,2011,192,19.68,59,1,210,221,9
149507,2011,210,16.36,46,2,400,322,3
56609,2011,210,33.01,67,2,350,321,5
218818,2011,100,37.7,45,1,100,321,1
91392,2011,210,28.39,51,1,350,212,98
64024,2011,100,39.58,70,1,400,221,98
85593,2011,210,21.5,29,2,100,321,4
26711,2011,210,22.55,50,1,100,212,3
225831,2011,100,39.47,32,1,210,221,8
130670,2011,250,20.0,82,1,350,322,99
204098,2011,100,18.04,38,2,100,321,2
171913,2011,210,19.19,87,2,400,212,99
123871,2011,100,14.79,39,2,210,321,98
91256,2011,210,36.04,36,1,210,212,9
