ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,age_contribution_%,sex_contribution_%,marstd_contribution_%,edattaind_contribution_%,occ_contribution_%
14443,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
20949,16,0.133333,1,0,0,0,0,100.0,0.0,0.0,0.0,0.0
5989,8,0.066667,0,1,0,0,0,100.0,100.0,0.0,0.0,0.0
15089,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
12594,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
17427,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1784,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
21180,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
26169,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
17537,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
18111,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
10416,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2722,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
24001,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
12210,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
12908,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
18422,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
6589,16,0.133333,0,2,0,0,0,100.0,0.0,50.0,50.0,0.0
13768,12,0.1,0,1,1,0,0,100.0,33.33,66.67,0.0,33.33
6324,12,0.1,0,1,1,0,0,100.0,33.33,66.67,33.33,0.0
5545,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
2785,8,0.066667,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
1251,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
10813,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
6934,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
13731,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
591,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
11832,16,0.133333,0,1,2,0,0,100.0,25.0,25.0,50.0,50.0
16316,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
23849,16,0.133333,0,2,0,0,0,100.0,0.0,0.0,50.0,50.0
11603,8,0.066667,0,1,0,0,0,100.0,0.0,0.0,100.0,0.0
