Unnamed: 0,year,ownershipd,perwt,age,sex,marstd,edattaind,occ
193284,1980,100,20,11,1,100,120,99
5339,1980,100,20,29,1,210,212,76
18108,1980,100,20,24,2,210,321,31
470355,1980,100,20,33,2,210,322,91
160897,1980,100,20,10,1,100,120,99
421726,1980,100,20,42,2,100,400,13
450492,1980,210,20,56,1,350,322,26
463950,1980,210,20,53,2,100,400,24
347057,1980,100,20,45,2,210,110,91
33212,1980,100,20,26,1,350,212,51
97240,1980,100,20,43,2,210,212,41
204182,1980,100,20,56,1,210,120,75
41909,1980,100,20,37,2,210,321,74
511641,1980,100,20,45,1,210,212,21
373204,1980,100,20,69,2,100,212,92
424241,1980,100,20,19,2,100,321,25
340935,1980,100,20,23,1,100,321,99
362594,1980,100,20,12,1,100,120,99
436320,1980,210,20,46,1,210,311,83
526068,1980,0,20,22,2,210,321,81
364106,1980,100,20,38,2,100,311,75
214526,1980,100,20,39,1,210,321,91
512858,1980,100,20,41,2,210,212,42
275847,1980,100,20,59,1,350,311,75
2426,1980,100,20,15,2,100,110,99
237428,1980,100,20,40,1,210,321,51
340069,1980,100,20,32,1,210,311,99
502857,1980,100,20,28,1,100,400,24
484662,1980,100,20,79,1,350,311,99
471988,1980,210,20,31,1,100,311,37
191294,1980,100,20,55,1,210,212,82
244420,1980,100,20,31,2,210,212,99
106331,1980,210,20,24,2,100,212,82
66157,1980,100,20,25,2,210,400,35
463733,1980,210,20,30,2,400,212,31
15008,1980,210,20,41,1,210,322,26
486045,1980,210,20,29,2,350,321,41
378,1980,100,20,40,1,100,110,91
527928,1980,0,20,38,2,100,321,73
154033,1980,100,20,17,2,210,120,75
396561,1980,100,20,59,2,400,212,99
105555,1980,100,20,50,2,210,212,99
121418,1980,100,20,54,2,210,212,99
508063,1980,100,20,54,2,350,212,51
410135,1980,100,20,94,2,400,212,99
406874,1980,100,20,57,1,210,311,76
232560,1980,100,20,84,2,400,120,99
425201,1980,210,20,52,2,210,322,61
273054,1980,100,20,65,1,100,311,31
228712,1980,210,20,8,1,100,120,99
343142,1980,100,20,38,1,210,212,64
114062,1980,100,20,30,1,100,120,61
213346,1980,100,20,33,2,350,322,24
154726,1980,100,20,40,2,210,321,92
448031,1980,210,20,84,2,400,212,99
123552,1980,210,20,35,2,210,400,99
476824,1980,100,20,24,2,350,212,53
462322,1980,210,20,46,1,400,212,37
363058,1980,100,20,52,1,210,120,91
9250,1980,100,20,25,1,350,321,91
73972,1980,100,20,46,1,210,311,25
445343,1980,210,20,73,1,100,400,26
530258,1980,0,20,71,2,100,400,99
514693,1980,210,20,45,1,350,311,83
212483,1980,100,20,26,2,350,322,36
101497,1980,100,20,33,2,400,212,91
27851,1980,100,20,56,1,400,120,92
423516,1980,210,20,58,2,210,311,75
141517,1980,210,20,28,2,350,212,92
286027,1980,100,20,38,1,210,322,74
78358,1980,210,20,35,2,210,212,41
7032,1980,100,20,43,1,210,212,99
236909,1980,210,20,26,1,100,110,91
224021,1980,100,20,66,2,210,212,62
224581,1980,210,20,57,2,400,212,41
127196,1980,100,20,34,2,100,311,24
408167,1980,100,20,50,2,210,120,42
43104,1980,100,20,36,1,210,120,75
441900,1980,210,20,29,2,100,311,53
324680,1980,100,20,52,1,210,120,41
231328,1980,210,20,52,1,210,999,83
476353,1980,210,20,88,1,400,311,99
105920,1980,100,20,31,1,210,321,53
409002,1980,100,20,60,1,210,212,99
182100,1980,100,20,56,2,210,212,92
312014,1980,100,20,32,1,210,110,99
519101,1980,210,20,77,1,210,212,91
474303,1980,210,20,53,2,350,311,73
31730,1980,100,20,20,2,210,321,75
493001,1980,210,20,38,2,210,212,91
527293,1980,0,20,22,1,100,321,91
458987,1980,210,20,74,2,100,120,91
350034,1980,210,20,43,1,210,311,42
51782,1980,100,20,33,1,100,321,83
393959,1980,210,20,21,1,210,212,62
490306,1980,100,20,58,2,210,221,99
95131,1980,100,20,22,2,210,120,99
235029,1980,100,20,50,1,100,212,13
177183,1980,100,20,34,1,210,400,31
294809,1980,100,20,19,2,100,311,24
396689,1980,100,20,3,2,100,0,99
358186,1980,210,20,39,2,210,322,12
214323,1980,100,20,36,2,100,110,91
472966,1980,100,20,51,2,210,400,21
