Unnamed: 0,country,year,persons,hhwt,gq,regionw,ownershipd
66615,214,2010,6,10,10,21,210
843527,214,2010,4,10,10,21,210
162125,214,2010,3,10,10,21,110
187310,214,2010,7,10,10,21,110
644970,214,2010,7,10,10,21,110
768344,214,2010,1,10,10,21,210
829360,214,2010,2,10,10,21,210
467463,214,2010,7,10,10,21,110
248732,214,2010,5,10,10,21,110
249432,214,2010,6,10,10,21,110
940288,214,2010,4,10,22,21,210
919747,214,2010,4,10,10,21,110
150480,214,2010,6,10,10,21,210
679411,214,2010,5,10,10,21,210
828440,214,2010,3,10,10,21,210
723688,214,2010,3,10,22,21,110
519203,214,2010,5,10,10,21,110
603274,214,2010,4,10,10,21,110
167342,214,2010,6,10,10,21,110
712923,214,2010,4,10,10,21,210
292008,214,2010,5,10,10,21,110
358268,214,2010,6,10,10,21,110
692304,214,2010,4,10,10,21,120
699500,214,2010,6,10,10,21,110
150197,214,2010,4,10,10,21,110
551475,214,2010,4,10,10,21,110
587113,214,2010,5,10,10,21,110
713321,214,2010,4,10,10,21,110
54257,214,2010,2,10,10,21,110
838131,214,2010,4,10,10,21,110
713604,214,2010,4,10,10,21,210
720431,214,2010,4,10,10,21,210
257281,214,2010,4,10,10,21,253
752197,214,2010,5,10,10,21,120
363083,214,2010,3,10,10,21,110
721302,214,2010,3,10,10,21,210
531011,214,2010,2,10,22,21,210
147932,214,2010,4,10,10,21,110
494395,214,2010,7,10,10,21,110
771577,214,2010,4,10,10,21,290
232582,214,2010,2,10,22,21,210
582451,214,2010,3,10,22,21,253
15076,214,2010,5,10,10,21,110
281768,214,2010,1,10,10,21,110
892835,214,2010,6,10,10,21,110
678188,214,2010,2,10,22,21,210
692016,214,2010,4,10,10,21,210
85921,214,2010,3,10,10,21,110
442966,214,2010,5,10,10,21,253
938667,214,2010,5,10,10,21,110
917463,214,2010,6,10,10,21,110
853859,214,2010,3,10,10,21,110
151436,214,2010,2,10,10,21,110
865839,214,2010,4,10,10,21,210
147909,214,2010,6,10,10,21,110
356206,214,2010,7,10,10,21,110
908783,214,2010,2,10,21,21,253
353391,214,2010,3,10,10,21,210
600262,214,2010,6,10,10,21,110
717984,214,2010,1,10,22,21,210
542848,214,2010,5,10,10,21,253
279509,214,2010,5,10,10,21,110
907034,214,2010,4,10,10,21,110
302716,214,2010,4,10,10,21,110
453379,214,2010,8,10,10,21,110
494098,214,2010,5,10,10,21,210
730334,214,2010,6,10,10,21,253
243253,214,2010,3,10,10,21,253
11173,214,2010,4,10,10,21,110
473249,214,2010,4,10,10,21,210
637233,214,2010,3,10,10,21,120
100569,214,2010,2,10,10,21,210
871166,214,2010,3,10,10,21,210
738368,214,2010,6,10,10,21,110
471151,214,2010,6,10,10,21,110
214672,214,2010,5,10,10,21,110
329183,214,2010,4,10,10,21,210
4008,214,2010,4,10,10,21,110
91486,214,2010,5,10,10,21,210
548530,214,2010,1,10,22,21,210
734825,214,2010,3,10,22,21,210
584626,214,2010,3,10,10,21,120
349115,214,2010,4,10,10,21,110
842892,214,2010,8,10,10,21,210
43948,214,2010,2,10,10,21,210
873775,214,2010,3,10,10,21,110
152604,214,2010,5,10,10,21,110
428311,214,2010,7,10,10,21,110
464719,214,2010,8,10,10,21,110
582635,214,2010,6,10,10,21,210
262553,214,2010,2,10,10,21,110
588695,214,2010,5,10,10,21,110
448738,214,2010,1,10,10,21,110
548827,214,2010,5,10,22,21,210
68645,214,2010,5,10,10,21,110
631614,214,2010,3,10,10,21,210
205517,214,2010,4,10,10,21,110
478778,214,2010,2,10,10,21,210
796468,214,2010,11,10,10,21,110
