Unnamed: 0,country,year,persons,hhwt,gq,regionw,ownershipd
747119,704,2019,4,6.54,10,34,100
5062651,704,2019,5,5.18,10,34,100
1828912,704,2019,4,14.93,10,34,100
2063045,704,2019,4,9.95,10,34,100
6554529,704,2019,6,24.72,10,34,100
7586597,704,2019,3,7.18,10,34,100
5083077,704,2019,5,7.14,10,34,100
7674102,704,2019,4,9.9,10,34,100
911366,704,2019,5,7.15,10,34,100
6629130,704,2019,3,29.7,10,34,100
6606888,704,2019,6,18.15,10,34,100
5696617,704,2019,7,11.85,10,34,100
3547015,704,2019,4,12.29,10,34,100
221588,704,2019,3,30.96,10,34,211
5651228,704,2019,4,11.25,10,34,100
930886,704,2019,9,7.97,10,34,100
6431045,704,2019,3,12.57,10,34,217
2009397,704,2019,3,8.95,10,34,100
1499987,704,2019,4,12.6,10,34,100
3559502,704,2019,6,7.35,10,34,100
6473667,704,2019,8,13.17,10,34,100
4373866,704,2019,4,16.5,10,34,214
42314,704,2019,4,15.1,10,34,100
901320,704,2019,5,8.04,10,34,100
2199557,704,2019,4,14.19,10,34,100
5947792,704,2019,2,28.91,10,34,214
923129,704,2019,2,8.05,10,34,214
8096902,704,2019,11,8.7,10,34,100
121050,704,2019,1,17.3,10,34,0
6876458,704,2019,1,16.26,10,34,290
8108004,704,2019,6,11.75,10,34,100
844097,704,2019,3,7.89,10,34,211
629781,704,2019,2,5.93,10,34,217
2077620,704,2019,7,7.76,10,34,100
257547,704,2019,5,17.04,10,34,214
3962999,704,2019,5,8.21,10,34,100
6081618,704,2019,2,10.33,10,34,100
651023,704,2019,6,3.79,10,34,100
1739261,704,2019,5,5.42,10,34,100
7351604,704,2019,10,20.09,10,34,100
7946172,704,2019,4,11.14,10,34,100
6621184,704,2019,3,25.28,10,34,214
6335222,704,2019,3,17.74,10,34,100
6903922,704,2019,8,15.24,10,34,100
3209688,704,2019,6,9.12,10,34,100
3573993,704,2019,5,10.47,10,34,0
3927665,704,2019,6,8.89,10,34,0
6353433,704,2019,6,29.21,10,34,100
1027560,704,2019,4,5.81,10,34,100
3030155,704,2019,5,7.61,10,34,100
4697194,704,2019,4,11.41,10,34,100
5867793,704,2019,4,18.54,10,34,100
2056033,704,2019,4,7.58,10,34,100
6830634,704,2019,3,16.87,10,34,100
2647464,704,2019,5,9.18,10,34,100
6494079,704,2019,6,10.26,10,34,214
7945869,704,2019,8,11.79,10,34,100
5724144,704,2019,3,7.02,10,34,100
6645379,704,2019,8,26.07,10,34,100
6543888,704,2019,6,33.62,10,34,100
875850,704,2019,8,4.14,10,34,217
3680858,704,2019,5,11.27,10,34,100
4635059,704,2019,4,9.27,10,34,100
7814122,704,2019,2,7.82,10,34,211
6378203,704,2019,1,20.67,10,34,214
4843490,704,2019,4,6.25,10,34,100
6244672,704,2019,7,11.7,10,34,100
3229238,704,2019,4,10.97,10,34,100
5852766,704,2019,2,9.13,10,34,100
2721776,704,2019,1,13.95,10,34,100
3638095,704,2019,3,12.9,10,34,100
3634102,704,2019,10,12.9,10,34,100
55498,704,2019,9,14.57,10,34,100
6760733,704,2019,4,18.12,10,34,100
6617015,704,2019,5,28.81,10,34,100
7842537,704,2019,3,8.3,10,34,100
7161913,704,2019,7,7.24,10,34,100
4413905,704,2019,4,7.61,10,34,100
6450690,704,2019,6,17.28,10,34,214
929551,704,2019,2,7.2,10,34,100
4669127,704,2019,3,7.86,10,34,100
7558254,704,2019,10,11.96,10,34,100
6525403,704,2019,14,15.51,10,34,100
5146775,704,2019,2,3.99,10,34,217
3096926,704,2019,3,10.59,10,34,100
1327350,704,2019,1,9.4,10,34,217
2188687,704,2019,6,14.95,10,34,0
2890011,704,2019,3,14.83,10,34,214
2225719,704,2019,5,12.99,10,34,100
5074552,704,2019,6,23.48,10,34,100
