Unnamed: 0,country,year,persons,hhwt,gq,regionw,ownershipd
193995,756,2011,1,18.43,10,44,210
149014,756,2011,1,7.13,10,44,192
186610,756,2011,1,7.84,10,44,250
113268,756,2011,1,34.47,10,44,210
236094,756,2011,1,31.73,10,44,100
101531,756,2011,1,40.18,10,44,223
218989,756,2011,1,35.35,10,44,100
127439,756,2011,1,32.37,10,44,192
110765,756,2011,1,36.62,10,44,210
109511,756,2011,1,9.58,10,44,250
104841,756,2011,1,31.9,10,44,192
59912,756,2011,1,10.51,10,44,250
140480,756,2011,1,9.39,10,44,250
229756,756,2011,1,7.24,10,44,192
120990,756,2011,1,8.26,10,44,100
100165,756,2011,1,22.92,10,44,100
155434,756,2011,1,20.11,10,44,192
114466,756,2011,1,13.13,10,44,250
173425,756,2011,1,19.63,10,44,192
138979,756,2011,1,12.97,10,44,250
126629,756,2011,1,21.01,10,44,192
146455,756,2011,1,10.87,10,44,210
231835,756,2011,1,26.13,10,44,210
200909,756,2011,1,35.66,10,44,100
22163,756,2011,1,22.12,10,44,100
95812,756,2011,1,15.52,10,44,100
110619,756,2011,1,25.71,10,44,223
73929,756,2011,1,12.17,10,44,210
168777,756,2011,1,34.9,10,44,100
132883,756,2011,1,25.9,10,44,210
55822,756,2011,1,5.58,10,44,100
156144,756,2011,1,13.47,10,44,210
203513,756,2011,1,11.35,10,44,210
59580,756,2011,1,36.84,10,44,999
181385,756,2011,1,45.39,10,44,210
213418,756,2011,1,9.37,10,44,192
237871,756,2011,1,46.7,10,44,210
175802,756,2011,1,5.7,10,44,100
2485,756,2011,1,3.9,10,44,223
86658,756,2011,1,23.01,10,44,192
80919,756,2011,1,21.71,10,44,210
160992,756,2011,1,7.33,10,44,192
230860,756,2011,1,17.34,10,44,250
66944,756,2011,1,20.93,10,44,250
87040,756,2011,1,36.18,10,44,223
199147,756,2011,1,15.21,10,44,100
159901,756,2011,1,17.28,10,44,999
106857,756,2011,1,63.03,10,44,210
73160,756,2011,1,5.55,10,44,250
68547,756,2011,1,32.36,10,44,999
224423,756,2011,1,11.63,10,44,100
236879,756,2011,1,8.55,10,44,192
41128,756,2011,1,5.83,10,44,999
12136,756,2011,1,17.67,10,44,999
69377,756,2011,1,19.89,10,44,210
12735,756,2011,1,34.55,10,44,999
212863,756,2011,1,26.46,10,44,250
126625,756,2011,1,20.41,10,44,100
150523,756,2011,1,9.95,10,44,223
17030,756,2011,1,22.76,10,44,250
213191,756,2011,1,11.4,10,44,192
46766,756,2011,1,32.05,10,44,192
234022,756,2011,1,14.61,10,44,223
219761,756,2011,1,8.53,10,44,223
120103,756,2011,1,8.21,10,44,223
127878,756,2011,1,38.2,10,44,100
