ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,persons_contribution_%,hhwt_contribution_%,gq_contribution_%,regionw_contribution_%,ownershipd_contribution_%
68167,16,0.133333,1,0,0,0,0,100.0,0.0,0,0,0.0
64516,16,0.133333,1,0,0,0,0,100.0,0.0,0,0,0.0
70167,16,0.133333,1,0,0,0,0,100.0,0.0,0,0,0.0
65845,16,0.133333,1,0,0,0,0,100.0,0.0,0,0,0.0
40637,16,0.133333,1,0,0,0,0,100.0,0.0,0,0,0.0
139,16,0.133333,1,0,0,0,0,0.0,100.0,0,0,0.0
24559,16,0.133333,1,0,0,0,0,0.0,100.0,0,0,0.0
69033,16,0.133333,1,0,0,0,0,0.0,100.0,0,0,0.0
55480,16,0.133333,1,0,0,0,0,0.0,100.0,0,0,0.0
27333,16,0.133333,1,0,0,0,0,0.0,100.0,0,0,0.0
38782,16,0.133333,1,0,0,0,0,0.0,100.0,0,0,0.0
31026,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
5160,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
2289,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
27006,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
33449,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
20265,16,0.133333,0,2,0,0,0,50.0,100.0,0,0,50.0
17426,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
1194,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
61661,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
74127,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
17020,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
66239,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
73902,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
17723,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
78067,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
31873,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
73129,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
75506,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
19132,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
42648,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
2338,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
1331,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
35634,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
38057,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
49881,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
20342,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
64554,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
75433,16,0.133333,0,2,0,0,0,50.0,100.0,0,0,50.0
51070,16,0.133333,0,2,0,0,0,50.0,100.0,0,0,50.0
4133,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
44561,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
27213,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
47860,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
40770,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
33897,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
56543,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
78962,16,0.133333,0,2,0,0,0,50.0,100.0,0,0,50.0
13633,16,0.133333,0,2,0,0,0,50.0,100.0,0,0,50.0
60145,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
28790,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
52657,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
13671,8,0.066667,0,1,0,0,0,100.0,100.0,0,0,0.0
