ID,suda_score,proportion_of_lattice,MSU_size_1,MSU_size_2,MSU_size_3,MSU_size_4,MSU_size_5,persons_contribution_%,hhwt_contribution_%,gq_contribution_%,regionw_contribution_%,ownershipd_contribution_%
629,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
1910,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
3812,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
144,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
4491,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
5,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
304,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
3856,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
1538,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
3353,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
3630,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
2916,16,0.133333,1,0,0,0,0,100.0,0,0.0,0,0.0
1034,16,0.133333,0,2,0,0,0,100.0,0,50.0,0,50.0
2854,16,0.133333,0,2,0,0,0,100.0,0,50.0,0,50.0
446,16,0.133333,0,2,0,0,0,100.0,0,50.0,0,50.0
3694,16,0.133333,0,2,0,0,0,100.0,0,50.0,0,50.0
2824,16,0.133333,0,2,0,0,0,100.0,0,50.0,0,50.0
4089,16,0.133333,0,2,0,0,0,100.0,0,50.0,0,50.0
63,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
4699,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
2170,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
2949,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
337,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
3500,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
3827,8,0.066667,0,1,0,0,0,100.0,0,0.0,0,100.0
1475,4,0.033333,0,0,1,0,0,100.0,0,100.0,0,100.0
3181,4,0.033333,0,0,1,0,0,100.0,0,100.0,0,100.0
